item	nak	nek	naknek
h a n g z ó	32	0	1.000
h a n t	11	0	1.000
h á ny a d	238	0	1.000
h á ny a d o s	66	0	1.000
h a ny a g	88	0	1.000
h a ny a g s á g	84	0	1.000
h á ny á s	31	0	1.000
h a ny a t l á s	1820	0	1.000
h a ny a t l ó	40	0	1.000
h a p s i	109	0	1.000
h a r a g	624	0	1.000
h a r a g o s	126	0	1.000
h a r a n g	242	0	1.000
h a r a n g o z á s	23	0	1.000
h a r a n g o z ó	104	0	1.000
h a r a p á s	46	0	1.000
h a r a p ó s	16	0	1.000
h a r a sz t	14	0	1.000
h a r c	3460	0	1.000
h a r c a	2090	0	1.000
h a r c á sz a t	18	0	1.000
h a r c i a s	86	0	1.000
h a r c i a s s á g	13	0	1.000
h a r c o l ó	19	0	1.000
h a r c o s a	361	0	1.000
h a r cs a	142	0	1.000
h a r k á ly	101	0	1.000
h a r m a d f o k ú	19	0	1.000
h á r m a s	185	0	1.000
h a r m a t	99	0	1.000
h a r m a t o s	12	0	1.000
h a r m i n c	89	0	1.000
h a r m o n i k u s	289	0	1.000
h á r o m	1970	0	1.000
h á r o m s á g	94	0	1.000
h á r s	35	0	1.000
h a r s á ny	60	0	1.000
h a s	577	0	1.000
h a s a	347	0	1.000
h a s á b	48	0	1.000
h a s i s	31	0	1.000
h a s í t á s	11	0	1.000
h a s o n l a t	199	0	1.000
h a s o n l a t o k	36	0	1.000
h a s o n l a t o s	225	0	1.000
h a s o n l ó	4240	0	1.000
h a s o n l ó k	424	0	1.000
h a s o n l ó s á g	180	0	1.000
h a s o n u l á s	24	0	1.000
h a sz n a	551	0	1.000
h a sz n á l a t	738	0	1.000
h a sz n á l a t o s	16	0	1.000
h a sz n á l t	123	0	1.000
h a sz n o s í t á s	223	0	1.000
h a sz n o s s á g	40	0	1.000
h a sz o n	381	0	1.000
h a sz o n t a l a n	655	0	1.000
h a sz t a l a n	136	0	1.000
h á t	122	0	1.000
h a t a l m a k	713	0	1.000
h a t a l m a s	872	0	1.000
h a t a l m a s s á g	145	0	1.000
h a t a l m ú	56	0	1.000
h a t á ly	35	0	1.000
h a t á ly o s	169	0	1.000
h a t á ly t a l a n	45	0	1.000
h a t á ly ú	48	0	1.000
h a t á r	1520	0	1.000
h a t á r o l ó	13	0	1.000
h a t á r o s	52	0	1.000
h a t á r o z a t	3370	0	1.000
h a t á r t a l a n	165	0	1.000
h a t á s	3220	0	1.000
h á t a s l ó	34	0	1.000
h a t á s o k	3000	0	1.000
h a t á s o s	1890	0	1.000
h a t á s t a l a n	715	0	1.000
h a t á s ú	642	0	1.000
h a t é k o ny	3440	0	1.000
h a t é k o ny s á g	312	0	1.000
h a t h a t ó s	43	0	1.000
h a t ó	118	0	1.000
h a t o s	42	0	1.000
h a t ó s á g	6420	0	1.000
h á t r á l á s	22	0	1.000
h á t r á ny	652	0	1.000
h á t r á ny o s	534	0	1.000
h á t s á g	14	0	1.000
h á t s ó	49	0	1.000
h a t v a n a s	11	0	1.000
h a t v á ny	31	0	1.000
h a v a s	117	0	1.000
h a v a z á s	98	0	1.000
h a w a i i	16	0	1.000
h á z	14800	0	1.000
h a z a	3620	0	1.000
h á z a l ó	30	0	1.000
h á z a s	96	0	1.000
h á z a s s á g	1710	0	1.000
h á z i a s	14	0	1.000
h á z i k ó	59	0	1.000
h a z u d ó s	24	0	1.000
h a z u d o z á s	114	0	1.000
h a z u d o z ó	75	0	1.000
h a z u g	861	0	1.000
h a z u g s á g	1950	0	1.000
h á z u k	70	0	1.000
h e k t á r	91	0	1.000
h e k u s	17	0	1.000
h e ly t a r t ó s á g	32	0	1.000
h e p a j	14	0	1.000
h e p e h u p á s	5	0	1.000
h e r ny ó	74	0	1.000
h e r o i n	71	0	1.000
h e r v a d á s	85	0	1.000
h e r v a d t	13	0	1.000
h é t k ö z n a p	47	0	1.000
h é z a g	71	0	1.000
h é z a g o s	49	0	1.000
h i á ny	778	0	1.000
h i á ny o s	830	0	1.000
h i á ny o s s á g	513	0	1.000
h i á ny t a l a n	54	0	1.000
h i á ny z ó	64	0	1.000
h i á t u s	23	0	1.000
h i b a	5710	0	1.000
h i b á k	672	0	1.000
h i b á s	2880	0	1.000
h i b á t l a n	529	0	1.000
h i b b a n t	51	0	1.000
h i b i sz k u sz	9	0	1.000
h í d	959	0	1.000
h í g	65	0	1.000
h i g a ny	82	0	1.000
h i g g a d t	161	0	1.000
h i g g a d t s á g	16	0	1.000
h í g í t á s	22	0	1.000
h í g í t ó	72	0	1.000
h í g u l á s	18	0	1.000
h í j a	11	0	1.000
h i m n u sz	309	0	1.000
h í n á r	19	0	1.000
h i n d u	86	0	1.000
h i n d u k	106	0	1.000
h i n t a	40	0	1.000
h i p n ó z i s	101	0	1.000
h i sz t é r i á s	23	0	1.000
h i sz t é r i k u s	59	0	1.000
h i t e h a gy á s	31	0	1.000
h i t e h a gy o t t	45	0	1.000
h i t v á ny	144	0	1.000
h i t v á ny s á g	37	0	1.000
h i ú	134	0	1.000
h i ú s á g	277	0	1.000
h i ú z	52	0	1.000
h i v a l k o d á s	62	0	1.000
h i v a l k o d ó	73	0	1.000
h í v á s	598	0	1.000
h i v a t a l	9880	0	1.000
h i v a t a l n o k	589	0	1.000
h i v a t a l o s	936	0	1.000
h i v a t á s	777	0	1.000
h i v a t á s o s	92	0	1.000
h i v a t k o z á s	526	0	1.000
h i v a t o t t	280	0	1.000
h i v a t o t t s á g	17	0	1.000
h í v ó	259	0	1.000
h í v o g a t ó	33	0	1.000
h í z á s	222	0	1.000
h i z l a l ó	8	0	1.000
h í z ó	41	0	1.000
h ó	872	0	1.000
h o b b i	494	0	1.000
h o b ó	39	0	1.000
h ó b o r t	167	0	1.000
h ó b o r t o s	68	0	1.000
h ó d	43	0	1.000
h ó d í t á s	218	0	1.000
h ó d í t ó	191	0	1.000
h ó d o l á s	13	0	1.000
h ó d o l a t	88	0	1.000
h ó d o l ó	14	0	1.000
h ó d o l t s á g	29	0	1.000
h o gy a n	64	0	1.000
h o gy i s h í v j á k	19	0	1.000
h ó h é r	376	0	1.000
h ó k u sz p ó k u sz	57	0	1.000
h o l d	2170	0	1.000
h o l i sz t i k u s	28	0	1.000
h o l l a n d o k	349	0	1.000
h o l l a n d u s o k	34	0	1.000
h o l l ó	646	0	1.000
h o l m i n k	8	0	1.000
h o l t	749	0	1.000
h o l t a k	464	0	1.000
h ó ly a g	61	0	1.000
h o m á ly	263	0	1.000
h o m á ly o s	332	0	1.000
h o m á ly o s s á g	13	0	1.000
h o m á r	9	0	1.000
h o m l o k	49	0	1.000
h o m l o k z a t	94	0	1.000
h o m o k	294	0	1.000
h o m o k o s	74	0	1.000
h o m o k o z ó	19	0	1.000
h o m o r ú	29	0	1.000
h o n	338	0	1.000
h o n f i t á r s	55	0	1.000
h o n o s í t á s	39	0	1.000
h o n t a l a n	138	0	1.000
h o r d a	140	0	1.000
h o r d á r	96	0	1.000
h o r d ó	208	0	1.000
h o r d ó k	59	0	1.000
h o r d o z ó	184	0	1.000
h o r g á sz a t	239	0	1.000
h o r g o ny	36	0	1.000
h o r g o s	15	0	1.000
h o r i z o n t	128	0	1.000
h o r k o l á s	18	0	1.000
h o r m o n	264	0	1.000
h o r o sz k ó p	67	0	1.000
h o r v á t	313	0	1.000
h o r zs o l á s	16	0	1.000
h o s sz	160	0	1.000
h o s sz a	3510	0	1.000
h o s sz a b b	668	0	1.000
h o s sz a b b í t á s	60	0	1.000
h o s sz a d a l m a s	194	0	1.000
h o s sz a s	45	0	1.000
h o s sz ú s á g	59	0	1.000
h o z a m	195	0	1.000
h o z a m ú	5	0	1.000
h o z á s	26	0	1.000
h o z a t a l	152	0	1.000
h o z ó	104	0	1.000
h o z o m á ny	60	0	1.000
h ú g	19	0	1.000
h ú gy	15	0	1.000
h u l i g á n	41	0	1.000
h u l l a	362	0	1.000
h u l l a d é k o k	800	0	1.000
h u l l á m	533	0	1.000
h u l l á m o k	423	0	1.000
h u l l á m o s	17	0	1.000
h u l l a m o s ó	41	0	1.000
h u l l á m z á s	117	0	1.000
h u l l á m z ó	28	0	1.000
h u l l á s	17	0	1.000
h u m á n	14	0	1.000
h u m a n i z m u s	299	0	1.000
h u m á n u s	177	0	1.000
h u m b u g	121	0	1.000
h u m o r	1900	0	1.000
h u m o r o s	682	0	1.000
h u m o r t a l a n	15	0	1.000
h u m u sz	32	0	1.000
h u n c u t	48	0	1.000
h u n c u t s á g	92	0	1.000
h u ny o r	10	0	1.000
h ú r	219	0	1.000
h u r k a	68	0	1.000
h u r o k	102	0	1.000
h u r r i k á n	88	0	1.000
h u r u t	20	0	1.000
h ú s	2200	0	1.000
h u s á n g	10	0	1.000
h ú s o s	26	0	1.000
h ú sz	131	0	1.000
h u sz á r	413	0	1.000
h u z a k o d á s	10	0	1.000
h u z a l	48	0	1.000
h ú z á s	715	0	1.000
h ú z ó	12	0	1.000
h ú z ó s	109	0	1.000
i b o ly a	678	0	1.000
i d e á l	429	0	1.000
i d i l l i k u s	102	0	1.000
i d o m í t á s	24	0	1.000
i d o m í t ó	12	0	1.000
i d o m o k	42	0	1.000
i f j a b b	39	0	1.000
i f j o n c	77	0	1.000
i f j ú	2020	0	1.000
i f j ú s á g	3070	0	1.000
i g á s l ó	24	0	1.000
i g a z	10800	0	1.000
i g a z a	563	0	1.000
i g a z g a t á s	246	0	1.000
i g a z g a t ó	5210	0	1.000
i g a z í t á s	25	0	1.000
i g a z o d á s	68	0	1.000
i g a z o l á s	875	0	1.000
i g a z o l v á ny	305	0	1.000
i g a zs á g o k	466	0	1.000
i h a t ó	8	0	1.000
í j á sz	115	0	1.000
í j á sz a t	25	0	1.000
i k o n	253	0	1.000
i k t a t á s	14	0	1.000
i k t a t ó	13	0	1.000
i l d o m o s	239	0	1.000
i l l a t	167	0	1.000
i l l a t a	398	0	1.000
i l l a t o s	66	0	1.000
i l l a t ú	36	0	1.000
i l l é k o ny	13	0	1.000
i l l o g i k u s	56	0	1.000
i l l u sz t r á t o r	36	0	1.000
i l l ú z i ó	714	0	1.000
i m a	711	0	1.000
i m á d á s	50	0	1.000
i m á d a t	79	0	1.000
i m á d k o z ó	61	0	1.000
i m á d ó	47	0	1.000
i m á d s á g	729	0	1.000
i m b o ly o g	266	0	1.000
i m i t á t o r	22	0	1.000
i m m ú n i s	19	0	1.000
i m p e r á t o r	27	0	1.000
i m p o n á l ó	77	0	1.000
i m p o r t	330	0	1.000
i m p o r t á l á s	19	0	1.000
i m p o z á n s	89	0	1.000
i m p u l z u s	159	0	1.000
i n a d e k v á t	41	0	1.000
i n a k	31	0	1.000
i n a s	930	0	1.000
i n d i á n	407	0	1.000
i n d i g ó	21	0	1.000
i n d i k á t o r	85	0	1.000
i n d í t á s	209	0	1.000
i n d í t ó	68	0	1.000
i n d í t v á ny	1190	0	1.000
i n d o k	398	0	1.000
i n d o k l á s	192	0	1.000
i n d o k o l	624	0	1.000
i n d o k o l á s	132	0	1.000
i n d o k o l t s á g	9	0	1.000
i n d u k c i ó	65	0	1.000
i n d u l á s	488	0	1.000
i n d u l a t	246	0	1.000
i n d u l a t o s	88	0	1.000
i n d u l ó	520	0	1.000
i n d u l t	22	0	1.000
i n d u s	24	0	1.000
i n f l á c i ó	666	0	1.000
i n f o	149	0	1.000
i n f o r m á l t	117	0	1.000
i n f o r m á l t s á g	11	0	1.000
i n f ú z i ó	18	0	1.000
i n g a	90	0	1.000
i n g a d o z á s	200	0	1.000
i n g a d o z ó	48	0	1.000
i n g á z ó	16	0	1.000
i n g ó	46	0	1.000
i n g ó s á g	29	0	1.000
i n g ó s á g o k	32	0	1.000
i n g o v á ny	29	0	1.000
i n g o v á ny o s	11	0	1.000
i n h i b i t o r	9	0	1.000
i n j e k c i ó	54	0	1.000
i n k u b á t o r	8	0	1.000
i n k v i z í t o r	55	0	1.000
i n t e g r á l á s	33	0	1.000
i n t e g r á l t	59	0	1.000
i n t e l l e k t u s	141	0	1.000
i n t e n z i t á s	99	0	1.000
i n t e r j ú	502	0	1.000
i n t e r n á l á s	13	0	1.000
i n t e r n á t u s	20	0	1.000
i n t e r v a l l u m	153	0	1.000
i n t r i k u s	40	0	1.000
i n v a l i d u s	14	0	1.000
i n v a r i á n s	26	0	1.000
i n v á z i ó	176	0	1.000
i o n	97	0	1.000
i p a r	2410	0	1.000
i p a r k o d á s	21	0	1.000
i p a r o s	240	0	1.000
i r a m	11	0	1.000
i r á ny	2740	0	1.000
i r á ny í t á s	591	0	1.000
i r á ny í t ó	213	0	1.000
i r á ny ú	89	0	1.000
i r á ny u l	8150	0	1.000
i r á ny u l ó	73	0	1.000
i r á ny z a t	2230	0	1.000
í r á s	4510	0	1.000
í r á s o k	934	0	1.000
í r á s o s	11	0	1.000
i r a t o k	776	0	1.000
i r g a l m a s	121	0	1.000
i r g a l m a s s á g	211	0	1.000
i r g a l o m	168	0	1.000
í r n o k	197	0	1.000
í r ó	10500	0	1.000
i r o d a	6530	0	1.000
i r o d a l m á r	167	0	1.000
i r o d a l o m	8180	0	1.000
í r ó d e á k	64	0	1.000
i r o n i k u s	253	0	1.000
í r o r sz á g	287	0	1.000
í r o t t	46	0	1.000
i r r e l e v á n s	197	0	1.000
i r t á s	61	0	1.000
i r t ó z á s	17	0	1.000
i r t ó z a t o s	28	0	1.000
i s k o l a	14500	0	1.000
i s k o l á s	281	0	1.000
i s k o l á s o k	3720	0	1.000
i s t á l l ó	668	0	1.000
i s t á l l ó k	82	0	1.000
i sz á k o s	70	0	1.000
i sz á k o s s á g	22	0	1.000
i sz a l a g	12	0	1.000
i sz a p	103	0	1.000
i sz l á m	365	0	1.000
i sz o ny a t	35	0	1.000
i sz o ny a t o s	60	0	1.000
i sz o ny ú	44	0	1.000
i t a l	712	0	1.000
i t a l o k	272	0	1.000
i t a l o z á s	34	0	1.000
i t t a s	1300	0	1.000
i v a d é k o k	49	0	1.000
i v á n	953	0	1.000
i v á s	253	0	1.000
i v á sz a t	19	0	1.000
i v ó	45	0	1.000
i z g a l o m	340	0	1.000
i z g a t á s	178	0	1.000
i z g a t ó	381	0	1.000
i z g a t o t t s á g	32	0	1.000
i z m o k	363	0	1.000
i z m o s	103	0	1.000
i z o m	136	0	1.000
i z o m z a t	66	0	1.000
i z o t ó p	39	0	1.000
i z z a d á s	20	0	1.000
i z z a d s á g	24	0	1.000
i z z á s	23	0	1.000
i z z a sz t ó	22	0	1.000
i z z ó	47	0	1.000
j a ch t	47	0	1.000
j á c i n t	57	0	1.000
j a g u á r	59	0	1.000
j a j	43	0	1.000
j a j g a t á s	49	0	1.000
j a k	11	0	1.000
j a k a b	591	0	1.000
j á m b o r	274	0	1.000
j á m b o r s á g	96	0	1.000
j a m b u s	29	0	1.000
j á n o s	12800	0	1.000
j a n u á r	53	0	1.000
j a p á n	998	0	1.000
j á r a n d ó s á g	165	0	1.000
j á r á s	609	0	1.000
j á r á s ú	17	0	1.000
j á r a t o s	123	0	1.000
j a r d	10	0	1.000
j á r k á l á s	12	0	1.000
j á r ó	301	0	1.000
j á r o m	26	0	1.000
j á r t	30	0	1.000
j á r t a	12	0	1.000
j á r t a s	310	0	1.000
j á r t a s s á g	77	0	1.000
j á r u l é k o s	15	0	1.000
j á r v á ny	706	0	1.000
j á r v á ny o s	35	0	1.000
j á sz	24	0	1.000
j á sz o l	23	0	1.000
j á t é k o k	1990	0	1.000
j á t é k o s s á g	67	0	1.000
j á t sz ó	97	0	1.000
j a v a	78	0	1.000
j a v a d a l o m	13	0	1.000
j a v a k	779	0	1.000
j a v a l l a t	12	0	1.000
j a v a s l a t	4730	0	1.000
j a v a s l a t o m	122	0	1.000
j a v í t á s	395	0	1.000
j a v í t á s o k	119	0	1.000
j a v í t ó	75	0	1.000
j a v u l á s	329	0	1.000
j a v u l ó	100	0	1.000
j á z m i n	37	0	1.000
j é z u s	7960	0	1.000
j ó	47400	0	1.000
j ó a k a r ó m	20	0	1.000
j ó b	270	0	1.000
j ó b a r á t o k	88	0	1.000
j o b b á gy s á g	107	0	1.000
j o b b o s	299	0	1.000
j o b b u l á s	9	0	1.000
j ó d	53	0	1.000
j o g	6000	0	1.000
j o g a	12100	0	1.000
j o g a r	26	0	1.000
j o g á sz s á g	14	0	1.000
j o g f o sz t o t t	17	0	1.000
j o g h u r t	43	0	1.000
j o g o k	2690	0	1.000
j o g o r v o s l a t	1980	0	1.000
j o g o s í t ó	13	0	1.000
j o g o s í t v á ny	142	0	1.000
j o g o s u l t	2880	0	1.000
j o g o s u l t s á g	236	0	1.000
j o g t a l a n	756	0	1.000
j o g t a l a n s á g	83	0	1.000
j o g ú	30	0	1.000
j o h n	256	0	1.000
j ó k	689	0	1.000
j ó m ó d ú	106	0	1.000
j ó n á s	220	0	1.000
j ó s	429	0	1.000
j ó s á g	366	0	1.000
j ó s á g o s	80	0	1.000
j ó s l á s	94	0	1.000
j ó s l a t	250	0	1.000
j ó sz á g	695	0	1.000
j ó t é k o ny	64	0	1.000
j ó t é k o ny s á g	75	0	1.000
j ó z a n	379	0	1.000
j ó z a n s á g	211	0	1.000
j u b i l e u m	123	0	1.000
j u g o sz l á v	94	0	1.000
j u h	197	0	1.000
j u h a r	14	0	1.000
j u h o k	445	0	1.000
j ú n i u s	51	0	1.000
j u s s	30	0	1.000
j u t á s	246	0	1.000
j u t ó	10	0	1.000
j u t o t t a k	154	0	1.000
j u t t a t á s	749	0	1.000
j u t t a t ó	21	0	1.000
k a b a r é	154	0	1.000
k a b á t	127	0	1.000
k a b i n	58	0	1.000
k á b u l a t	25	0	1.000
k á b u l t	19	0	1.000
k a c a g á s	73	0	1.000
k a c a g t a t ó	12	0	1.000
k a c a j	23	0	1.000
k a c a t	71	0	1.000
k a c é r	44	0	1.000
k a c é r k o d á s	13	0	1.000
k a c é r s á g	39	0	1.000
k a cs a	710	0	1.000
k á d	61	0	1.000
k a d é t	57	0	1.000
k a d m i u m	24	0	1.000
k a gy l ó	88	0	1.000
k a gy l ó k	46	0	1.000
k á i n	100	0	1.000
k a j a	162	0	1.000
k a j a k	19	0	1.000
k a j á n	16	0	1.000
k a j sz i	14	0	1.000
k a k a d u	20	0	1.000
k a k a ó	29	0	1.000
k a k a s	333	0	1.000
k a k t u sz	120	0	1.000
k a k u k k	51	0	1.000
k a l á cs	99	0	1.000
k a l a n d	2000	0	1.000
k a l a n d o r	315	0	1.000
k a l a n d o s	107	0	1.000
k a l a n d o z á s	63	0	1.000
k a l a n d o z ó	876	0	1.000
k a l a p	224	0	1.000
k a l a p o s	38	0	1.000
k a l á sz	54	0	1.000
k a l a u z	379	0	1.000
k a l c i u m	162	0	1.000
k a l k u l á t o r	16	0	1.000
k a l l a n ty ú	18	0	1.000
k a l l i g r á f u s	11	0	1.000
k a l m á r	146	0	1.000
k a l ó z	251	0	1.000
k a l ó z k o d á s	100	0	1.000
k a m a r á s	72	0	1.000
k a m a sz	396	0	1.000
k a m a t	329	0	1.000
k a m a t o k	367	0	1.000
k a m é l e o n	49	0	1.000
k a m i o n	373	0	1.000
k a m p á ny	2410	0	1.000
k a m p ó	24	0	1.000
k a n	227	0	1.000
k á n	152	0	1.000
k á n a á n	72	0	1.000
k a n á l	48	0	1.000
k a n a p é	29	0	1.000
k a n á r i	31	0	1.000
k a n c e l l á r	667	0	1.000
k a n cs a l s á g	14	0	1.000
k a n cs ó	49	0	1.000
k a n d a l l ó	82	0	1.000
k a n d i d á t u s	31	0	1.000
k a n k a l i n	12	0	1.000
k a n n i b á l	72	0	1.000
k a n ó c	43	0	1.000
k á n o n	241	0	1.000
k a n o n o k	175	0	1.000
k á n t á l á s	13	0	1.000
k a n t i n	24	0	1.000
k a n t i n o s	10	0	1.000
k a n t o n	73	0	1.000
k a ny a r	122	0	1.000
k a ny a r ó	18	0	1.000
k a ny a r u l a t	14	0	1.000
k a ny o n	30	0	1.000
k á o sz	410	0	1.000
k a o t i k u s	423	0	1.000
k a p a	71	0	1.000
k a p a c i t á s	370	0	1.000
k a p a r á s	7	0	1.000
k a p á s	54	0	1.000
k a p a sz k o d á s	40	0	1.000
k a p a sz k o d ó	130	0	1.000
k a p a t o s	13	0	1.000
k a p c a b e ty á r	13	0	1.000
k a p cs o l á s	109	0	1.000
k a p cs o l a t	6550	0	1.000
k a p cs o l a t a	12100	0	1.000
k a p cs o l a t o s	53	0	1.000
k a p cs o l ó	302	0	1.000
k a p cs o l ó d á s	125	0	1.000
k a p cs o l ó d ó	75	0	1.000
k a p cs o l t	56	0	1.000
k a p i t á ny	3670	0	1.000
k a p i t á ny s á g	157	0	1.000
k a p k o d á s	166	0	1.000
k a p k o d ó	43	0	1.000
k á p l á n	299	0	1.000
k á p l á r	72	0	1.000
k a p o cs	233	0	1.000
k a p o k	15	0	1.000
k a p o r	129	0	1.000
k a p ó s	32	0	1.000
k a p p a n	28	0	1.000
k á p r á z a t	110	0	1.000
k á p r á z a t o s	31	0	1.000
k á p t a l a n	440	0	1.000
k a p u	768	0	1.000
k a p u s	5490	0	1.000
k a p zs i	115	0	1.000
k a p zs i s á g	122	0	1.000
k a r	3140	0	1.000
k á r	650	0	1.000
k a r a b é ly	7	0	1.000
k a r a k á n	15	0	1.000
k a r a l á b é	26	0	1.000
k a r á m	34	0	1.000
k a r a m b o l	120	0	1.000
k a r b o n á t	20	0	1.000
k a r b u r á t o r	27	0	1.000
k a r c o l á s	59	0	1.000
k a r c o l a t	13	0	1.000
k a r c o s	22	0	1.000
k a r cs ú	250	0	1.000
k a r d	515	0	1.000
k a r d o s	36	0	1.000
k a r f i o l	38	0	1.000
k á r h o z a t o s	48	0	1.000
k a r j a	706	0	1.000
k a r n e v á l	128	0	1.000
k a r ó	81	0	1.000
k a r o m	86	0	1.000
k á r o m k o d á s	100	0	1.000
k a r o s	79	0	1.000
k á r o s	2560	0	1.000
k á r o s o d á s	221	0	1.000
k á r p i t	56	0	1.000
k á r p i t o s	24	0	1.000
k a r sz t	22	0	1.000
k a r sz t o s o d á s	8	0	1.000
k á r t é k o ny	199	0	1.000
k a r t o n	58	0	1.000
k á r ty á k	543	0	1.000
k á r ty á m	23	0	1.000
k á r ty á s	33	0	1.000
k á r ty á z á s	20	0	1.000
k a r v a ly	21	0	1.000
k a r z a t	63	0	1.000
k a s	20	0	1.000
k á s á s	29	0	1.000
k a s m í r	9	0	1.000
k a sz á l á s	37	0	1.000
k a sz á l ó	110	0	1.000
k a sz á s	97	0	1.000
k a sz i n ó	239	0	1.000
k a sz n i	15	0	1.000
k a sz t	333	0	1.000
k a t a l ó g u s	254	0	1.000
k a t a p u l t	10	0	1.000
k a t a r z i s	81	0	1.000
k a t e k i z m u s	31	0	1.000
k a t l a n	40	0	1.000
k a t ó d	35	0	1.000
k a t o l i k u s	1790	0	1.000
k a t o n a	9540	0	1.000
k a t o n á k	4870	0	1.000
k a t o n á s	45	0	1.000
k a t o n a s á g	651	0	1.000
k á t r á ny	17	0	1.000
k a u cs u k	20	0	1.000
k a u k á z u s	37	0	1.000
k a v a r á s	21	0	1.000
k a v a r g á s	18	0	1.000
k a v a r o d á s	19	0	1.000
k á v é z ó	115	0	1.000
k a v i á r	29	0	1.000
k a v i cs	90	0	1.000
k a z á n	81	0	1.000
k e n u	31	0	1.000
k é ny sz e r z u b b o ny	14	0	1.000
k é ny ú r	31	0	1.000
k e r é k p á r ú t	88	0	1.000
k e r u b	17	0	1.000
k é t a j t ó s	6	0	1.000
k é t b a l l á b a s	4	0	1.000
k e t ch u p	9	0	1.000
k é t p ó l u s ú	16	0	1.000
k í gy ó	666	0	1.000
k í n	301	0	1.000
k í n á l a t	410	0	1.000
k í n o s	474	0	1.000
k í n z á s	521	0	1.000
k í n z ó	25	0	1.000
k í v á n a t o s	6500	0	1.000
k í v á n cs i s á g	247	0	1.000
k í v á n ó	39	0	1.000
k í v á n s á g	466	0	1.000
k í v á n s á g o m	53	0	1.000
k í v á n t	43	0	1.000
k l á n	829	0	1.000
k l a s sz	56	0	1.000
k l a s sz i k u s	3760	0	1.000
k l a s sz i k u s o k	172	0	1.000
k l a s sz i s	263	0	1.000
k l é r u s	141	0	1.000
k l i m a k s	23	0	1.000
k l ó r	44	0	1.000
k l o r i d	43	0	1.000
k l u b	6350	0	1.000
k o b a k	15	0	1.000
k o b a l t	20	0	1.000
k o b o l d	31	0	1.000
k ó b o r	13	0	1.000
k ó b o r l á s	12	0	1.000
k ó b o r l ó	39	0	1.000
k o b z o s	23	0	1.000
k o c c a n á s	24	0	1.000
k o c k a	291	0	1.000
k o c k á k	71	0	1.000
k o c k á z a t	854	0	1.000
k o c k á z a t o s	701	0	1.000
k o c o g á s	25	0	1.000
k o cs i j a	606	0	1.000
k o cs i k á z á s	12	0	1.000
k o cs i s	733	0	1.000
k o cs m a	260	0	1.000
k o cs o ny a	57	0	1.000
k ó d	709	0	1.000
k o h á sz	46	0	1.000
k o h á sz a t	53	0	1.000
k o h é z i ó	84	0	1.000
k o h ó	38	0	1.000
k o h o l m á ny	118	0	1.000
k o k a i n	87	0	1.000
k o k ó	398	0	1.000
k o k o t t	15	0	1.000
k o k sz	14	0	1.000
k ó k u sz	32	0	1.000
k o l b á sz	180	0	1.000
k o l d u l ó	8	0	1.000
k o l d u s	947	0	1.000
k o l l a b o r á n s	116	0	1.000
k o l l á zs	9	0	1.000
k o l l e g á k	569	0	1.000
k o l l é g á m	841	0	1.000
k o l l é g i u m	1920	0	1.000
k o l o m p á r	49	0	1.000
k o l o n c	70	0	1.000
k o l o s t o r	618	0	1.000
k o m a	227	0	1.000
k o m b á j n	20	0	1.000
k o m é d i á s	168	0	1.000
k o m f o r t	51	0	1.000
k o m i k u m	95	0	1.000
k o m i k u s	596	0	1.000
k o m i sz	18	0	1.000
k o m l ó	53	0	1.000
k o m m a n d ó	108	0	1.000
k o m m e n t á r	105	0	1.000
k o m m u n a	11	0	1.000
k o m m u n i s t a	675	0	1.000
k o m m u n i z m u s	620	0	1.000
k o m o ly	2740	0	1.000
k o m o ly a b b	700	0	1.000
k o m o ly s á g	115	0	1.000
k o m o ly t a l a n	747	0	1.000
k o m o r	148	0	1.000
k o m o r ny i k	129	0	1.000
k o m o r s á g	11	0	1.000
k o m p	69	0	1.000
k o m p e n z á l á s	27	0	1.000
k o m p l e k s u s	86	0	1.000
k o m p l i k á l t	197	0	1.000
k o m p r e s sz o r	77	0	1.000
k o m p r o m i s sz u m	588	0	1.000
k o n c	76	0	1.000
k o n c e n t r á l á s	13	0	1.000
k o n c e n t r á l t	36	0	1.000
k o n c e n t r á t u m	19	0	1.000
k o n c e s sz i ó	50	0	1.000
k o n d e n z á t o r	72	0	1.000
k o n d í c i ó	92	0	1.000
k o n d o r	50	0	1.000
k o n f l i k t u s	895	0	1.000
k o n f l i k t u s o k	552	0	1.000
k o n g ó	35	0	1.000
k o n g r e s sz u s	1690	0	1.000
k o n k á v	17	0	1.000
k o n n e k t o r	19	0	1.000
k o n o k	28	0	1.000
k o n o k s á g	28	0	1.000
k o n s t a n s	234	0	1.000
k o n s t r u k c i ó	700	0	1.000
k o n sz o n á n s	12	0	1.000
k o n t á r	97	0	1.000
k o n t i n u u m	55	0	1.000
k o n t r a sz t	96	0	1.000
k o n t ú r	29	0	1.000
k o n ty	13	0	1.000
k o n v e k c i ó	25	0	1.000
k o n v e n c i ó	444	0	1.000
k o n v e n c i ó k	213	0	1.000
k o n v e r g á l	209	0	1.000
k o n v e r t á l	55	0	1.000
k o n v e r t á l á s	15	0	1.000
k o n v i k t u s	16	0	1.000
k o n v o j	51	0	1.000
k o ny a k	42	0	1.000
k o ny h a	609	0	1.000
k ö ny v e s p o l c	54	0	1.000
k o n z e r v á l á s	18	0	1.000
k o n z í l i u m	15	0	1.000
k o n z o l	213	0	1.000
k o n z o l o s	10	0	1.000
